,Titel,Artikel,Datum
7002,Transport Online - Vrachtwagen ziet fietser over het hoofd,"Vrachtwagen ziet fietser over het hoofd EDE  Dinsdagochtend 15 juli is een 20-jarige Edese gewond geraakt, toen zij werd aangereden door een achteruitrijdende vrachtwagen. De vrouw stond naast haar fiets te wachten op het verdrijvingsvlak bij de Telefoonweg in Ede. De vrachtwagen reed achteruit en zag bij deze manoeuvre kennelijk de fietsster over het hoofd. De vrouw is met onbekende verwondingen overgebracht naar het ziekenhuis. De politie stelt een onderzoek in.",10/04/2019
7003,Transport Online - Meisje op snorfiets blijft 'hangen' aan vrachtwagen,"Meisje op snorfiets blijft 'hangen' aan vrachtwagen UTRECHT  Een snorfietsster maakte op maandag 14 juli enkele benauwde momenten mee toen zij vast kwam te zitten aan een vrachtwagen. 


Rond 17.05 uur reed een 16-jarig meisje uit Utrecht met haar snorfiets over het Willem van Noortplein, komende uit de richting van de Pieter Nieuwlandstraat. Links naast haar reed een vrachtwagen. Beiden stopten bij de kruising met Willem van Noortstraat. Toen beiden vervolgens weer gingen rijden, sloeg de vrachtwagen rechtsaf, waarbij de remhendel van de snorfiets van het meisje achter een onderdeel van de vrachtwagen bleef hangen. Zij werd meegesleurd, waardoor zij forse schaafwonden aan een been opliep en haar broek werd vernield. Iets verderop kwam zij los van de vrachtwagen.  


Door het ongeval raakte ook de snorfiets beschadigd. De vrachtwagenchauffeur merkte kennelijk niets van het ongeval en reed door. Een motorambulance kwam ter plaats en het meisje werd onderzocht. Zij hoefde voor haar verwondingen niet naar het ziekenhuis te worden gebracht.",10/04/2019
7004,Transport Online - Gekantelde vrachtwagen brandt volledig uit,"Gekantelde vrachtwagen brandt volledig uit DEN BOMMEL - De vrachtwagen van een 41-jarige Middelburgse chauffeur is maandagavond volledig uitgebrand op de Tilsedijk in Den Bommel. 


Even daarvoor hadden omstanders de chauffeur uit zijn geschaarde wagen gehaald. Truck en oplegger brandden volledig uit. Niemand raakte gewond. De wagen was geladen met 34 ton aardappelen. ",10/04/2019
7005,Transport Online - Kop-staart botsing: twee gewonden,"VOORTHUIZEN  Een 30-jarige vrouw uit Ede en een 68-jarige Amsterdammer zijn maandagmiddag 14 juli gewond geraakt bij een kop-staartbotsing in Voorthuizen. Op de Baron van Nagellstraat stonden omstreeks drie uur een vrachtwagen en daarachter een personenauto stil. De 30-jarige vrouw uit Ede reed daar achter en remde niet op tijd, waardoor zij achter op de auto reed. Die auto botste door de klap weer tegen de vrachtwagen aan. De vrouw uit Ede is met mogelijk nek- en borstklachten overgebracht naar het ziekenhuis in Ede. De Amsterdammer met mogelijk hoofd- en nekletsel naar het ziekenhuis in Amersfoort. De vrachtwagenchauffeur raakte niet gewond.",10/04/2019
7006,Transport Online - Vrachtwagenchauffeur rijdt door na aanrijding,"Vrachtwagenchauffeur rijdt door na aanrijding BEDUM - Een vrachtwagenchauffeur (gegevens onbekend) is maandagmiddag aangehouden. De man had op de Stationsweg in Bedum een verkeerslicht bij een voetgangersoversteekplaats omver gereden. Een getuige had gezien dat de chauffeur was uitgestapt, zijn spiegel had recht gezet en weer door was gereden. Op basis van het kenteken kon de man in Friesland worden aangehouden. De politie maakt proces-verbaal op voor het doorrijden na een aanrijding.",10/04/2019
7007,Transport Online - Aanrijding motorfiets en vrachtwagen,"Aanrijding motorfiets en vrachtwagen KOLLUMERZWAAG - De politie heeft maandagavond op de Hanenburch een aanrijding afgehandeld tussen een motorrijder en een vrachtwagenchauffeur. Een 53-jarige vrachtwagenchauffeur uit Kollumerzwaag reed vanaf de Hanenburch een inrit in. Deze inrit lag echter vlak voor een onoverzichtelijke bocht in de weg.  


Een 36-jarige plaatsgenoot kwam in deze bocht vanuit tegengestelde richting op zijn motor aangereden. Hij zag de vrachtwagen te laat, raakte deze en gleed verder over het wegdek tot hij tegen een hek tot stilstand kwam. De motorrijder is met rugletsel ter controle met de ambulance naar het ziekenhuis in Leeuwarden gebracht.",10/04/2019
7008,Transport Online - Vrachtwagen ramt drie auto's bij nemen bocht,"Vrachtwagen ramt drie auto's bij nemen bocht RIJSSEN - Zaterdag 12 juli heeft een vrachtwagen op de kruising Hogepad met de Esstraat in Rijssen, tijdens het nemen van de bocht drie personenauto's geraakt. Eén bestuurster is door het ambulancepersoneel onderzocht en naar huis gebracht.  


Omstreeks 11.00 uur zaterdagochtend rijdt een 44-jarige bestuurder uit Rijssen in zijn vrachtwagen en wil op de kruising Hogepad, rechtsaf de Esstraat in rijden. Hij neemt echter de bocht te ruim en met de achterzijde van zijn vrachtwagen raakt hij de auto van een 21-jarige vrouw uit Rijssen. Met de voorzijde van zijn truck rijdt hij tegen een tegemoetkomende auto bestuurd door een 54-jarige Rijssense, door de kracht duwt hij haar auto achteruit tegen een andere personenauto, bestuurd door een 67-jarige man uit Rijssen. Omdat de 54-jarige nekklachten heeft wordt zij ter plaatse behandelt door de het ambulancepersoneel en naar huis gebracht. De politie maakt proces-verbaal op. ",10/04/2019
7009,Transport Online - Man(74) komt om het leven bij ongeval,"AZEWIJN - Bij een ongeval op de kruising Terborgseweg met de Dr. Hoegenstraat in Azewijn is vrijdagmiddag 11 juli een 74-jarige automobilist uit Netterden om het leven gekomen. Een 34-jarige vrachtwagenchauffeur uit Beek raakte gewond en is voor behandeling naar het ziekenhuis overgebracht.  


Het ongeval werd omstreeks 13.40 uur gemeld. Uit een eerste onderzoek bleek dat een automobilist vanaf de Dr. Hoegenstraat de voorrangskruising is opgereden. Kennelijk merkte hij een van links komende vrachtwagen niet op. Bij de aanrijding die gebeurde kwam de automobilist om het leven. De vrachtwagen kwam in een weiland op zn kant terecht. De bestuurder raakte gewond en is per ambulance naar het ziekenhuis vervoerd. Een deel van de dertig ton zand kwam op de rijbaan terecht. 


Op het moment van schrijven van dit bericht is men nog bezig met het onderzoek. De verkeersongevallendienst stelt een nader onderzoek in. Een shovel en andere vrachtwagen zijn ingezet voor het verwijderen van het zand. ",10/04/2019
7010,Transport Online - Ongeval met vrachtwagen met gevaarlijke stoffen,"Ongeval met vrachtwagen met gevaarlijke stoffen KLIMMEN - De politie heeft vandaag de A79 (Maastricht-Heerlen) in de oostelijke rijrichting vanaf de afslag Klimmen afgesloten na een ongeval met een vrachtwagen. 


Die is geladen met gevaarlijke stoffen, liet de politie weten. Door een klapband kwam de vrachtwagen in de greppel terecht. Onbekend is nog om welke gevaarlijke stoffen het gaat en of de truck lekt. Het verkeer wordt vanaf Klimmen omgeleid. ",10/04/2019
7011,Transport Online - Fietser rijdt tegen stilstaande vrachtwagen,"Fietser rijdt tegen stilstaande vrachtwagen UTRECHT  Op donderdag 10 juli heeft aan de Maliesingel omstreeks 08.45 uur een verkeersongeval plaatsgevonden. Hierbij raakte een 35-jarige man uit Amersfoort gewond. 


Het slachtoffer reed met zijn fiets en een paraplu in zijn hand over de Maliesingel in de richting van de Tolsteegsingel. Op dat moment was een vrachtwagen die geparkeerd stond langs de weg, vracht aan het lossen. De fietser zag dit niet, omdat hij zijn paraplu voor zijn gezicht had. Vervolgens reed hij met zijn fiets tegen de achterkant van de vrachtauto. Het slachtoffer is met een hoofdwond, polsfractuur en verschillende kneuzingen vervoerd naar het ziekenhuis.",10/04/2019
7012,Transport Online - Poolse chauffeur rijdt lantaarnpaal omver,Poolse chauffeur rijdt lantaarnpaal omver SLIEDRECHT  Een 39-jarige vrachtwagenchauffeur uit Polen is doorgereden na een ongeval. Zijn vrachtwagen reed op donderdagavond 10 juli 2008 een lantaarnpaal om. Dat gebeurde op het Doctor Langeveldplein in Sliedrecht. Op de Industrieweg vonden agenten de vrachtwagen. De chauffeur vertelde dat hij niets had gemerkt van de aanrijding. Na overleg met de Officier van Justitie moet hij een boete van 700 euro betalen.,10/04/2019
7013,Transport Online - Files in België na vrachtwagenbotsing,"Files in België na vrachtwagenbotsing BEERVELDE - Op de E17 is een vrachtwagenchauffeur zwaargewond geraakt na een ongeval in Beervelde. Hij reed met zijn vrachtwagen een andere truck aan. Door het ongeval verloopt het verkeer van Gent naar Antwerpen zeer moeizaam. 


Rond tien voor vijf vanochtend reden twee vrachtwagens op elkaar in in Beervelde. Eén van de vrachtwagens is gekanteld en kwam op de rechterrijstrook terecht. De andere vrachtwagen kwam tot stilstand op de middenrijstrook. Het verkeer kon nog passeren via de linkerrijstrook, maar er stond al snel een file die rond acht uur zo'n 10 kilometer lang was.",10/04/2019
7014,Transport Online - Chauffeur verrast door brand in cabine vrachtwagen,"Chauffeur verrast door brand in cabine vrachtwagen NAARDEN - Donderdagochtend even na half tien kwam er een aantal meldingen binnen dat er op de vluchtstrook van de A1, ter hoogte van Naarden in de richting van Amersfoort, een vrachtwagen in brand zou staan.  


Ter plekke bleek dat de cabine van de wagen in brand stond. De chauffeur wist zelf uit de cabine te klimmen en raakte niet gewond. De brand breidde zich ondertussen uit naar de oplegger met lading. Voorkomen werd dat een pallet met emmers verf in brand vloog. Vanwege de behoorlijke rookontwikkeling werd de A1 in de richting van Amersfoort afgesloten. Hetzelfde gebeurde met de oprit vanuit Naarden. Ook werd vanwege de rookontwikkeling in de tegengestelde rijrichting tijdelijk een snelheidsbeperking ingesteld. De vrachtwagen is uitgebrand. De oorzaak van de brand is onbekend. Een takel heeft de vrachtwagen uiteindelijk weg getakeld, waarna de snelweg rond 11.30 uur weer volledig kon worden vrijgegeven.",10/04/2019
7015,Transport Online - Zes vrachtwagens botsen in Drechttunnel,"Zes vrachtwagens botsen in Drechttunnel DORDRECHT  Bij een aanrijding tussen zes vrachtautos op de autosnelweg A16 zijn op vandaag drie lichtgewonden gevallen. Het ongeval vond rond 11.30 uur plaats in de meest oostelijke buis van de Drechttunnel in de richting van Rotterdam.  


De drie gewonden hebben allen kneuzingen, maar hoefden niet naar het ziekenhuis. Uit voorzorg kwam wel een traumahelikopter ter plaatse, maar het personeel daarvan hoefde niet in actie te komen. Wegens mogelijke brand en of gevaarlijke stoffen kwam ook de brandweer met diverse eenheden ter plaatse. Er bleek geen brand te zijn geweest en er zijn ook geen gevaarlijke stoffen vrijgekomen 


De oorzaak van de aanrijding is nog niet bekend. De politie hoort de chauffeurs en de verkeersongevalsspecialisten van de Politie Zuid-Holland-Zuid verrichten technisch onderzoek in de tunnel. Weggebruikers moeten ermee rekening houden dat de betreffende tunnel tot na de avondspits gesloten blijft. Op de A16 richting Rotterdam staan files van enkele kilometers. ",10/04/2019
7016,Transport Online - Chaos na ongeval[+foto's],"DRACHTSTERCOMPAGNIE - Donderdagmorgen omstreeks 11.00 uur heeft er een ernstig ongeval plaatsgevonden op de rotonde bij de Scheiding en de Folgersterloane nabij Drachtsercompagnie. Bij het ongeval waren een vrachtauto en personenauto betrokken.  De vrachtwagen kwam vanaf de richting Surhuisterveen en naderde de rotonde. Door een technisch defect aan de wagen wilde de remmen niet meer. Hierdoor reed de truck met oplegger boven over de rotonde heen.  


Op de rotonde was opdat moment een personenauto welke werd geschept door de vrachtwagen. In de auto zaten drie personen. Net voorbij de rotonde kwam de auto weer los van de vrachtwagen en kwam net voor een woning tot stilstand. Hierbij raakte ook nog eens twee geparkeerde autos beschadigd. De vrachtwagen is nog enkele honderden meters door gereden voor dat de geschrokken chauffeur zijn combinatie stil kon zetten. 

 


De brandweer, ambulance en politie rukten massaal uit om eerste hulp te verlenen. Ook kwam de traumahelikopter ter plaatse om het ambulancepersoneel te assisteren. Na ruim een uur wist de brandweer alle inzittenden van de personenauto te bevrijden. Alle drie slachtoffers zijn overgebracht, waarvan één in de helikopter, met onbekend letsel naar het ziekhuis.  


Het verkeer ondervond veel hinder van het ongeval. De scheiding was geheel afgesloten voor al het verkeer. Bureau Verkeersongevallen Analyse van politie Fryslan heeft uitgebreid sporen onderzoek verricht. ",10/04/2019
7017,Transport Online - Vier gewonden bij twee aanrijdingen op de A1,"Vier gewonden bij twee aanrijdingen op de A1 DE LUTTE - Twee inzittenden van een personenauto zijn donderdagmorgen 10 juli gewond geraakt bij een aanrijding op de A1 in De Lutte. Beiden zijn overgebracht naar het ziekenhuis. Rond hetzelfde tijdstip kwam een tweede melding van een aanrijding, waarbij ook twee bestuurders gewond zijn geraakt en met onbekend letsel zijn overgebracht naar het ziekenhuis.  


Donderdagmorgen 10 juli om ongeveer 07.00 uur werd een aanrijding gemeld op de A1 ter hoogte van De Lutte. Daar bleek dat een 28-jarige bestuurder van een personenauto uit Harlingen, rijdend in de richting naar Oldenzaal een vrachtauto, bestuurd door een 49-jarige man uit het Duitse Greven, aan het inhalen was. Tijdens de inhaalmanoeuvre raakte de bestuurder vermoedelijk door aquaplaning in de slip, raakte de vrachtauto en vloog in de vangrail.  


De 28-jarige bestuurder en zijn 23-jarige bijrijder uit Leeuwarden zijn beiden met onbekend letsel naar het ziekenhuis in Enschede overgebracht. De auto werd afgesleept. 

 


Omstreeks datzelfde tijdstip werd een tweede aanrijding gemeld op de A1 ter hoogte van De Lutte. Komende van uit De Lutte in de richting van Oldenzaal waren een personenauto, bestuurd door een 22-jarige vrouw uit het Duitse Hestrup en een andere personenauto bestuurd door een 23-jarige man uit Zwartemeer, een vrachtauto aan het inhalen. Tijdens deze inhaalmanoeuvre moest de 22-jarige vrouw remmen. Dit merkte de 23-jarige achter op rijdende autobestuurder te laat op, waardoor een aanrijding niet meer voorkomen kon worden.  


De vrouw is met onbekend letsel overgebracht naar het ziekenhuis in Hengelo, de man is met onbekend letsel overgebracht naar het ziekenhuis in Enschede. ",10/04/2019
7018,Transport Online - Vergeetachtige chauffeur ramt drie viaducten,"Vergeetachtige chauffeur ramt drie viaducten HOOGLANDERVEEN  Een vrachtwagenchauffeur vergat op woensdag 9 juli zijn kraan naar beneden te doen. Hij beschadigde drie viaducten. 


Een 47-jarige vrachtwagenchauffeur uit Voorschoten laadde in de vroege ochtend in de wijk Vathorst goederen van de vrachtwagen met de op zijn vrachtwagen gemonteerde kraan. Hij verkeerde in de veronderstelling de kraan helemaal ingeklapt te hebben en reed weg. Rond 07.35 uur reed hij op de Veenweg onder drie viaducten door. Hij raakte door de omhoog staande kraan, zon 5  6 meter hoog, de eerste twee viaducten en kwam onder de derde vast te zitten. De chauffeur klaagde door het ongeval over nekklachten. 


De hulpdiensten kwamen ter plaatse. De chauffeur werd door een ambulancebroeder onderzocht en hoefde niet naar het ziekenhuis te worden gebracht. De brandweer bekeek of de vrachtwagen onder het vierde viaduct door kon. Dat bleek het geval. Omdat de kraan zo was beschadigd, dat hij niet kon worden ingeklapt, kon de vrachtwagen niet verder worden weggesleept. Eerst zal de kraan moeten worden gedemonteerd, voordat de vrachtwagen kan worden afgevoerd. Het voertuig is geparkeerd op een parkeerplaats bij het station. 

 


Het eerste viaduct raakte dermate beschadigd, dat hij direct gerepareerd moest worden. De schade aan het tweede en derde viaduct bleek mee te vallen.",10/04/2019
7019,Transport Online - Vertraging door ongevallen op A15 en A20,"Vertraging door ongevallen op A15 en A20 De ochtendspits van donderdag heeft op een paar wegen extra vertraging opgeleverd. Op de A15 richting Rozenburg was een tankauto op het knooppunt Vaanplein met vastzittende remmen komen te staan en zorgde voor een file van 11 kilometer. De rijbaan was tijdelijk beperkt tot 1 rijstrook waardoor het verkeer mondjesmaat langs het pechgeval kon rijden.  


Op de A20 richting Gouda deed bij de Giesenbrug ene ongeval voor tussen een vrachtwagen en een personenauto. Enige waren hierdoor 2 rijstroken afgelsoten en het ongeval leverde een file van 10 kilometer op. Volgens de berichten zijn er geen gewonden gevallen.",10/04/2019
7020,Transport Online - Twee zwaargewonden door spookrijdende truck,"Twee zwaargewonden door spookrijdende truck WILRIJK - Bij een zwaar ongeval tussen een vrachtwagen en een personenwagen, op de A12, op het viaduct van Wilrijk, raakten twee mensen zwaargewond.  


Het ongeval gebeurde nadat de vrachtwagen om een onduidelijke reden tegen de rijrichting in reed. Daarop botste de wagen frontaal op de spookrijdende vrachtwagen. 


Het ongeval bracht heel wat ravage met zich mee, waardoor de rijweg in de richting van Brussel urenlang versperd was. Deze ochtend werd de weg weer vrijgegeven.",10/04/2019
7021,Transport Online - Man bekneld tussen truck en oplegger,"Man bekneld tussen truck en oplegger HALLE - Een man is lichtgewond geraakt toen hij gisterochtend in het distributiecentrum van Colruyt in Belgische Halle bekneld raakte tussen zijn vrachtwagen en een oplegger. 


De man, die voor een internationaal transportbedrijf werkt, was om 5 uur aan het werken aan de achterkant van zijn vrachtwagen. Hij was de handrem vergeten op te trekken, waardoor het voertuig naar achteren bolde en de man terechtkwam tussen de vrachtwagen en een oplegger. ",10/04/2019
7022,Transport Online - Tilburgse fietsster overleden door aanrijding,"Tilburgse fietsster overleden door aanrijding TILBURG  Een 56jarige fietsster uit Tilburg is woensdagochtend in het ziekenhuis overleden aan de verwondingen die ze korte tijd eerder had opgelopen bij een verkeersongeluk. De vrouw sloeg vermoedelijk plotseling linksaf en botste tegen een achteropkomende vrachtauto, aldus de politie. 


De 28jarige vrachtwagenchauffeur uit Tilburg kon de aanrijding niet meer voorkomen. Het slachtoffer is waarschijnlijk met het hoofd op de stoeprand terechtgekomen.",10/04/2019
7023,Transport Online - Ernstig gewonde bij ongeval A2,"Ernstig gewonde bij ongeval A2 NEDERWEERT - Bij een ernstig verkeersongeval op de A2 is donderdagmorgen rond 05.10 uur een 28-jarige man zeer ernstig gewond geraakt. Het slachtoffer is met zeer ernstig hersenletsel per ambulance naar het ziekenhuis van Maastricht overgebracht. Het Mobiel Medisch Team van de opgeroepen traumahelikopter heeft ter plaatse hulp verleend.  


In de auto zaten nog drie inzittenden. Twee van deze mannen zijn met onbekend letsel per ambulance naar ziekenhuizen in de buurt overgebracht. Een derde man raakte niet gewond. Het ongeval gebeurde toen de auto door nog onbekende oorzaak de vangrail raakte aan de linkerkant. Hierdoor raakte de auto aan het tollen en raakte daarbij een vrachtauto. De vrachtauto kwam hierdoor tegen de rechter vangrail aan. Door het ongeval is een van de inzittenden uit de auto geslingerd en kwam in een greppel terecht.   ",10/04/2019
7024,Transport Online - Aanrijding tussen twee vrachtwagens,"Aanrijding tussen twee vrachtwagens APELDOORN - Een 22-jarige vrachtwagenchauffeur uit Randwijk is dinsdag 8 juli gewond geraakt nadat hij op de A1 ter hoogte van Apeldoorn-Zuid in aanrijding kwam met een vrachtwagen, bestuurd door een 56-jarige man uit Apeldoorn.  


De 56-jarige reed omstreeks 13:55 uur op de A1 in de richting van Deventer en moest door de noodzaak van het verkeer afremmen. Zijn achterligger, de 22-jarige man, zag dit niet op tijd en botste tegen hem aan. De 22-jarige chauffeur werd door een ambulance voor controle overgebracht naar het ziekenhuis. Zijn vrachtwagen werd afgesleept. ",10/04/2019
7025,Transport Online - Proef anti-ongevalsystemen vrachtwagens tegen ongelukken,"Proef anti-ongevalsystemen vrachtwagens tegen ongelukken DEN HAAG - Anti-ongevalsystemen in vrachtwagens kunnen ongelukken voorkomen en daarmee de doorstroming bevorderen. Het ministerie van Verkeer en Waterstaat is vandaag begonnen met een grootschalige proef met deze systemen. In de proef worden vijf anti-ongevalsystemen getest in bijna drieduizend vrachtwagens die dagelijks over de weg rijden. De proef is uniek in zijn opzet en omvang.  


Verkeersveiligheid is voor het ministerie van Verkeer en Waterstaat en de transportsector een belangrijk punt van zorg. Bij 15% van de dodelijke ongevallen zijn vrachtwagens betrokken. Ongevallen met vrachtwagens komen enkele honderden malen per jaar voor en zorgen vaak voor langdurig oponthoud. Het doel van het gebruik van geavanceerde technologie is het terugdringen van het aantal en de ernst van de ongevallen. De anti-ongevalsystemen kunnen de chauffeur assisteren of in het uiterste geval zelfs ingrijpen om de kans op een ongeval terug te brengen. Het is voor het eerst dat er in Europa een grootschalige onafhankelijke pilot met diverse systemen plaatsvindt. Bij de proef zijn bijna drieduizend vrachtwagens betrokken van meer dan 60 verschillende transporteurs.De voertuigbewegingen van de vrachtwagens worden gedurende minimaal vier maanden geregistreerd en verwerkt. De eerste metingen vinden plaats vanaf 9 juli.  


De meest voorkomende ongevallen met vrachtwagens zijn kop-staart botsingen, flank- en eenzijdige ongevallen. De systemen die in de proef worden getest zijn afgestemd op deze drie type ongevallen. Zo wordt er getest met een systeem dat een signaal geeft bij te weinig afstand op een voorligger of zelfs de snelheid van de vrachtwagen automatisch aanpast. Een ander systeem geeft een signaal op het moment dat de vrachtwagen een onverwachte of onlogische beweging maakt en daarmee onbedoeld van de rijbaan afwijkt. Tevens wordt er een systeem getest dat de remmen aanstuurt wanneer een stuurbeweging teveel afwijkt van de voertuigrichting. Naast deze systemen wordt ook met een zogenaamde Black Box gewerkt. Dit systeem registreert het gedrag van de bestuurder tijdens het rijden.  

 


De proef met anti-ongevalsystemen maakt deel uit van het programma filevermindering op de korte termijn (FileProof) van het ministerie van Verkeer en Waterstaat. De pilot past in de ambitie van minister Eurlings om op de korte termijn maatregelen te nemen die helpen om de doorstroming van het verkeer te verbeteren. Het onderzoek wordt uitgevoerd door het ministerie van Verkeer en Waterstaat, Connekt, TNO en Buck Consultants International. De brancheorganisaties TLN, BOVAG, KNV, EVO, VERN en Rai Vereniging zijn intensief betrokken. In december 2008 worden de eerste resultaten verwacht.  Binnenkort meer hierover in een uitgebreid redactioneel artikel op onze website",10/04/2019
7026,Transport Online - Nederlandse chauffeur gewond na sprong uit truck,"Nederlandse chauffeur gewond na sprong uit truck BOTTROP - Door een ongeluk met een Nederlandse vrachtwagenchauffeur is de Duitse snelweg A2 bij Bottrop gestremd. De 24-jarige chauffeur raakte lichtgewond toen hij uit een rijdende vrachtwagen sprong, meldt de Duitse politie. 


Het ongeluk gebeurde niet ver van de Nederlandse grens, ongeveer ter hoogte van Venlo. De chauffeur zag op de tegemoetkomende rijbaan een collega rijden en probeerde contact met hem te leggen. Daardoor merkte hij te laat dat hij afreed op een signaleringsbord, dat aangaf dat de rijstrook was afgesloten wegens wegwerkzaamheden. De chauffeur sprong daarop uit de wagen, die vervolgens op het bord botste. 


De vrachtwagen is gekanteld en heeft zijn lading oud papier verloren. De totale schade bedraagt vijftigduizend euro. ",10/04/2019
7027,Transport Online - Vrachtauto glijdt uit de bocht en raakt auto,"Vrachtauto glijdt uit de bocht en raakt auto EEN  Maandagmiddag is aan de Amerika een vrachtauto tegen een auto aangereden. De 39-jarige vrachtwagenchauffeur uit Grootegast was met zijn vrachtwagen uit de bocht gegleden en kwam tegen de tegemoet komende auto aan die bestuurd werd door een 36-jarige man uit Bakkeveen. Hierbij raakte de 31-jarige bijrijdster van de auto, ook uit Bakkeveen, gewond. Zij werd overgebracht naar het ziekenhuis in Drachten.",10/04/2019
7028,Transport Online - Kraanwagen zakt weg in de berm,"Kraanwagen zakt weg in de berm BOXTEL - Door nog onbekende oorzaak is op de Kapeweg in Boxtel een kraanwagen in de berm/sloot weggezakt waardoor hij geen kant meer op kon. 


Door een tweetal telescoopkranen is hij weer op de weg gezet waarna de berm gerepareerd kon worden.  


De brandweer kwam ook nog in actie voor het reinigen van het wegdek nadat de kraanwagen wat olie had gelekt. 


Na enkele uren kon de Kapelweg weer open gaan voor alle verkeer.",10/04/2019
7029,Transport Online - Dodelijk verkeersongeval,"Dodelijk verkeersongeval ECHTELD - Maandag aan het einde van de ochtend, is een 62-jarige man uit Echteld bij een verkeersongeval in zijn woonplaats om het leven gekomen.  


Omstreeks 12.00 uur vond het verkeersongeval met een vrachtauto plaats op de Brenksestraat bij een daar gelegen bedrijfsterrein. De man bevond zich op deze weg als voetganger. Naar nu bekend is, heeft de 23-jarige bestuurder van de vrachtauto bij het achterwaarts rijden, de voetganger niet gezien waardoor deze werd aangereden. Het slachtoffer overleed ter plaatse aan de verwondingen. De afdeling Verkeersongevallen analyse heeft technisch onderzoek gedaan. De vrachtautobestuurder uit Rijen is op het politiebureau verhoord.",10/04/2019
7030,Transport Online - Vrachtwagen met vlees kantelt op Hoevelaken,"Vrachtwagen met vlees kantelt op Hoevelaken HOEVELAKEN - Een vrachtwagen geladen met varkensvlees is vanmorgen omstreeks half twaalf gekanteld op het knoopunt Hovelaken. De vrachtwagen kantelde, volgens de Verkeersinformatiedienst(VID) op de verbindingsweg van de A1 vanuit Apeldoorn naar de A28 richting Utrecht.  


De vrachtwagen is door middel van een zogenaamde luchtkussenberging weer op zijn wielen gezet. Daarbij wordt de vrachtwagen door met lucht gevulde kussens ondersteund terwijl een kraan de auto rechttakeld.  


De verbindingsweg van knooppunt Hoevelaken blijft tot het begin van de avond afgesloten vanwege de bergings- en opruimwerkzaamheden. Verkeer kan via de A1 en A27 naar Utrecht en verder.",10/04/2019
7031,Transport Online - Aanrijding vrachtwagens en tankwagen,"Aanrijding vrachtwagens en tankwagen WEERT - Op de Roermondseweg vond vrijdagmiddag omstreeks een uur een kop-staart aanrijding plaats tussen twee vrachtauto's en een tankwagen. Niemand raakte gewond, er was alleen sprake van materiële schade. 


Het ongeluk gebeurde toen een vrachtauto, bestuurd door een 30-jarige man uit Herkenbosch, moest afremmen voor verkeer dat aan het optrekken was. Achter de vrachtauto reed een trekker met oplegger, bestuurd door een 40-jarige man uit het Belgische Dilsen Stokkem, die vlak achter de vrachtauto tot stilstand kwam. Een tankwagen reed vervolgens achterop de trekker met oplegger, die botste daarna alsnog tegen de eerste vrachtauto. De tankwagen was geladen met brandstof en raakte zwaar beschadigd aan de voorzijde. Deze werd bestuurd door een 43-jarige man uit Eersel.  ",10/04/2019
7032,Transport Online - Vrachtwagen geschaard in Een [+Foto],"Vrachtwagen geschaard in Een  Een - Donderdagmiddag is op de Hoofdstraat in Een een vrachtwagen geschaard. Door nog onbekende oorzaak kwam de cabine in een sloot terecht. 


Zowel brandweer Norg als Roden, alsmede de hulpverleningswagen van Groningen kwamen ter plaatse. De chauffeur werd snel uit zijn truck gehaald.  Daarna lekte er nog dieselolie in de sloot. Dit werd op een speciale manier behandeld. 


Behoorlijke drukte in een dorpje waar normaal weinig gebeurt.  


Later op de avond wordt de truck geborgen.",10/04/2019
7033,Transport Online - Opnieuw ongeval op A67[+foto's],"Opnieuw ongeval op A67 ASTEN - Op de A67 bij Asten richting Venlo zijn donderdagochtend rond half elf drie vrachtwagens op elkaar gebotst. De aanrijding volgde waarschijnlijk op een ongeval twintig minuten eerder waarbij een auto tegen de vangrail was gereden, meldde een woordvoerder van de regiopolitie.  


De traumahelikopter is voor assistentie ter plaatse. Over de aard van eventuele verwondingen kon de politie niets zeggen. De weg is richting Venlo afgesloten tussen Asten en afrit Liessel. Achter het ongeluk staat 7 kilometer file.  

 


Op de A67 ten zuiden van Eindhoven gebeuren relatief veel aanrijdingen. Op het wegvak komt verkeer van de A2 uit het noorden en het zuiden samen met het intensieve internationale (vracht)verkeer uit Antwerpen, Rotterdam en het Ruhrgebied. Het Korps landelijke politiediensten controleert er sinds enige tijd extra intensief op verkeersovertredingen",10/04/2019
7034,Transport Online - File A50 door gekantelde truck,"File A50 door gekantelde truck ARNHEM  Op de A50 van Arnhem richting Oss is donderdag een lange file ontstaan nadat een aanhanger van een vrachtwagen ter hoogte van Heteren was gekanteld en in de berm was beland. Rond half acht stond er 12 kilometer. Ook in de andere rijrichting ontstaat een file.  


Rijkswaterstaat heeft een scherm opgetrokken om de aanhanger uit zicht te houden en zo nieuwsgierige automobilisten door te laten rijden. Het gevaarte kan pas na de ochtendspits geborgen worden, aldus de ANWB. ",10/04/2019
