Titel,Artikel,Datum
Auto zwaar beschadigd na eenzijdig ongeval - RTV Rijnmond,"
						Bij een eenzijdig ongeluk in Rotterdam-Charlois is zaterdagavond een auto flink beschadigd geraakt. Het ongeluk gebeurde op de Zuiderparkweg.
					 ""De bestuurder mag blij zijn dat hij normaal uit deze auto kon stappen"", laat de politie in Rotterdam-Charlois weten op Twitter. De automobilist is wel voor controle naar het ziekenhuis gebracht.  Hoe het ongeluk heeft kunnen gebeuren, is nog niet duidelijk.",2/3/2019
"Kind en vrouw aangereden in Den Haag, inzittenden auto rennen weg  na aanrijding - Omroep West","
								Kind en vrouw aangereden in Den Haag, inzittenden auto rennen weg  na aanrijding
							 
						Op de kruising Vaillantlaan - Hobbemastraat in Den Haag zijn zaterdagavond een 9-jarig kind en een vrouw gewond geraakt toen ze werden aangereden door een auto. Een ander kind bleef ongedeerd. De inzittenden van de auto zijn na de aanrijding weggerend. Twee van hen, 18 en 27 jaar oud, werden aangehouden na een zoekactie.
					 Het jongetje raakte ernstig gewond. De toestand van de vrouw is niet bekend. De auto kwam na de botsing tot stilstand tegen een lichtmast. Drie inzittenden zijn gevlucht, twee daarvan zijn aangehouden. De Vaillantlaan werd voor onderzoek deels afgezet. 
De politie heeft vernomen dat omstanders na de aanrijding hebben gefilmd met hun mobiele telefoon. Deze omstanders wordt verzocht deze beelden beschikbaar te stellen ten behoeve van het onderzoek. Getuigen kunnen contact opnemen met de politie van bureau De Heemstraat via 0900 – 8844.",2/3/2019
Vrachtwagen ramt gevel van gebouw aan de Amsterdamsestraatweg - De Utrechtse Internet Courant,"Vrachtwagen ramt gevel van gebouw aan de Amsterdamsestraatweg - De Utrechtse Internet Courant De Utrechtse Internet Courant maakt gebruik van cookies. Vrachtwagen ramt gevel van gebouw aan de Amsterdamsestraatweg Een vrachtwagen heeft bij het keren een gevel van een gebouw aan de Amsterdamsestraatweg geramd. Een deel van de gevel is naar beneden gekomen, bakstenen liggen op de stoep en het fietspad. Een vrachtwagen heeft bij het keren een gevel van een gebouw aan de Amsterdamsestraatweg geramd. Een deel van de gevel is naar beneden gekomen, bakstenen liggen op de stoep en het fietspad.  De omgeving is afgezet en de brandweer heeft het pand geïnspecteerd. De schade betreft alleen de buitenkant van de gevel. De bewoners hebben het gebouw verlaten, maar verwacht wordt dat zij in de loop van de middag gewoon neer haar huis kunnen. bouw- en woningtoezicht gaat in samenwerking met de eigenaar van het gebouw bekijken wat er precies moet gebeuren. Loshangende stenen van de gevel gaan nog verwijderd worden.  Niemand is gewond geraakt bij het incident. ‘Gevel’ is m.i. teveel eer voor die twee plakken snijkoek. 
Het lijkt overigens een behoorlijk hoge vrachtwagen te zijn geweest. Ze keren vaak omdat ze te hoog zijn voor het viaduct. Al vaak genoeg aangegeven; zet bij begin ASW Paardenveld en Marnixlaan een boog met kettingen, raak je ze, dan kun je niet onder het spoor door.Maar nee hoor… Kwam er langs, behoorlijke schade aan het pand en natúúrlijk geschrokken bewoners. 
Er moet echt iets gebeuren aan dit probleem met te hoge vrachtwagens over de ASW. @geenstijl: want dit gebeurt nml heel vaak, namelijk wekelijks… pfff @Sjaak: zeker wekelijks en soms dagelijks keren hier vrachtwagens, wat nogal krap is op deze plek. Regelmatig omzeilen ongeduldige automobilisten de opstopping door over het fietspad te rijden (of racen), met alle risico’s van dien. En menig verkeersbord heeft al een keer een tik gehad bij keer-acties. Het was wachten tot er een keer iets goed fout zou gaan. @katja, want dat staat leuk in de openbare ruimte…. not. Vrachtwagenchauffeurs moeten gewoon de borden lezen Lees voor u reageert onze  . Alle reacties worden vooraf gemodereerd. Uw IP adres is geregistreerd (wordt niet gepubliceerd). Save my name, email, and website in this browser for the next time I comment. Meld je aan voor onze nieuwsbrief 
Regelmatig krijgt DUIC de vraag van lezers, bedrijven en instellingen of er afdrukken te verkrijgen…  
De Utrechtse Canal Pride staat op 1 juni weer op het programma en ook het…  
Een 32-jarige Utrechtse vrouw is gearresteerd omdat ze zo’n 50 gestolen spullen bij zich had.…  Meld je aan voor onze dagelijkse nieuwsbrief! Lees de laatste editie van de DUIC krant online De nieuwe editie van de DUIC krant is uit en ligt verspreid door de hele stad. Lees hem hier of haal het op in de stad.",1/3/2019
Bestuurder ramt stilstaande auto in Nuth | 1Limburg | Nieuws en sport uit Limburg,Bestuurder ramt stilstaande auto in Nuth | 1Limburg | Nieuws en sport uit Limburg Bestuurder ramt stilstaande auto in Nuth Op de N298 in Nuth heeft vrijdagmiddag een automobilist een geparkeerde auto geramd. Het ongeval gebeurde omstreeks 18:00 uur.  De bestuurder raakte om nog onbekende redenen van de weg en ramde de geparkeerde auto. Daarbij spinde de man over de weg en kwam hij even verderop tot stilstand. Bij het ongeluk raakte niemand gewond. ,?/?/????
Brandende auto rijdt tijdje over A2 en veroorzaakt ongeluk | 1Limburg | Nieuws en sport uit Limburg,"Brandende auto rijdt tijdje over A2 en veroorzaakt ongeluk | 1Limburg | Nieuws en sport uit Limburg Brandende auto rijdt tijdje over A2 en veroorzaakt ongeluk Een brandende auto die eerst over de A2 reed is even later in Echt op een andere auto gebotst, waardoor ook die auto in brand vloog. Het ongeval gebeurde rond 12:00 uur op de Aasterbergweg, meldt de politie. De brandende auto reed eerst over de A2 in de richting van Maastricht voordat de bestuurder de afrit bij Echt nam en botste op een auto op de  . De automobilist vluchtte daarop.  De bestuurder van het ander vehikel zat bekneld en werd door omstanders uit zijn benarde positie bevrijd. Daarna is het slachtoffer per ambulance naar het ziekenhuis overgebracht. De brandweer heeft de voertuigen geblust.  Omdat de politie nog naar de gevluchte bestuurder zoekt, komt de politie graag in contact met getuigen die meer informatie hebben over de brandende auto op de A2 of het ongeluk op de ",?/?/????
Auto wordt aangetikt en knalt tegen boom in Hoorn: veroorzaker rijdt door - NH Nieuws,"Auto wordt aangetikt en knalt tegen boom in Hoorn: veroorzaker rijdt door - NH Nieuws Auto wordt aangetikt en knalt tegen boom in Hoorn: veroorzaker rijdt door 1 maart 2019, 20.12 uur 1 maart 2019, 21.43 uur HOORN - Een auto is vanavond op de Provincialeweg in Hoorn tegen een boom gereden, nadat die werd aangetikt door een BMW die aan het inhalen was. Een woordvoerder van de politie meldt dat de veroorzaker van het ongeluk is doorgereden.  De bestuurder kon niet meer zelf uit de auto komen. De brandweer heeft het slachtoffer uit de auto geknipt. Volgens de politie is de vrouw met behoorlijke verwondingen naar het ziekenhuis gebracht.  Na het ongeluk is er een Burgernetmelding verstuurd om uit te kijken naar een grijze BMW station. Inmiddels is die door de politie aangetroffen. Het is niet bekend of de bestuurder is aangehouden.  De weg was voor hulpverlening en onderzoek tijdelijk afgesloten voor het verkeer. ",?/?/????
Auto botst frontaal op vrachtwagen bij Hem: twee personen gewond  - NH Nieuws,"Auto botst frontaal op vrachtwagen bij Hem: twee personen gewond  - NH Nieuws Auto botst frontaal op vrachtwagen bij Hem: twee personen gewond  1 maart 2019, 21.19 uur 2 maart 2019, 11.11 uur BOVENKARSPEL - Een auto en een vrachtwagen zijn in de burut van Hem op elkaar gebotst. De politie meldt dat er twee mensen gewond zijn geraakt. De bestuurder zit op dit moment nog bekneld in de auto.  Update: er is een nieuwe versie van dit verhaal, zie  Er zijn veel hulpdiensten aanwezig om het slachtoffer uit de auto te halen. Een woordvoerder meldt dat de bestuurder niet aanspreekbaar is. De bijrijder is gewond naar het ziekenhuis gebracht.  Op de foto's is te zien dat de schade aan de personenauto groot is. Hoe het ongeluk heeft kunnen gebeuren, is op dit moment nog niet bekend. De weg is afgesloten voor het verkeer. ",?/?/????
Automobilist doorgereden na botsing met fietser in Haarlem - Noordhollands Dagblad,"Automobilist doorgereden na botsing met fietser in Haarlem Een fietser is vrijdag aan het einde van de avond op een auto gebotst op de Gedempte Oude Gracht in Haarlem. Na het ongeval is de automobilist doorgereden. Dat gebeurde iets voor 23.30 uur plaats op de kruising van de Gedempte Oude Gracht en de Grote Houtstraat. Volgens agenten ging de aanrijding met een flinke klap gepaard. Het slachtoffer is door ambulancebroeders in de ambulance aan zijn verwondingen behandeld. Hij bleek erg veel geluk gehad te hebben en hoefde ondanks de flinke klap niet mee naar het ziekenhuis. Politieagenten hebben de fiets van de man achterin een politiebusje gedaan. Hij is samen met zijn fiets door de politie naar huis gebracht. Aangezien de automobilist de fietser in hulpeloze toestand heeft, gaat de politie aan de hand van camerabeelden proberen de identiteit van de automobilist te achterhalen.",02/03/2019
Auto en busje in botsing op Fanerweg bij Zuidhorn | Westerkwartier,"Auto en busje in botsing op Fanerweg bij Zuidhorn | Westerkwartier 
                            Beide voertuigen raakten total loss.
                                         Auto en busje in botsing op Fanerweg bij Zuidhorn 
                                             1 maart 2019 om 21:41 uur
                                                     Zuidhorn - Op de Fanerweg bij Zuidhorn zijn vrijdagavond een busje en een auto met elkaar in botsing gekomen. De politie heeft de weg afgesloten. De brandweer werd eerst ook opgeroepen, omdat er mogelijk iemand bekneld zou zitten, maar werd geannuleerd. Een vrouw is onderzocht in de ambulance, het is nog onbekend of de vrouw wordt overgebracht naar het ziekenhuis. Een bergingsbedrijf zal beide voertuigen die total loss raakten borgen.  Ophalen van properties moet gelinked worden   Tip de redactie via WhatsApp! Voeg Westerkwartier toe als contact in uw telefoon, 06-1051 8892, en stuur ons uw tips, foto’s en video’s. De digitale krant van Westerkwartier  
                            Westerkwartier, dichterbij kan niet.
                    ",?/?/????
"Jongen (18) omgekomen bij ernstig ongeluk in Best, twee andere jongeren gewond | Binnenland | AD.nl","Jongen (18) omgekomen bij ernstig ongeluk in Best, twee andere jongeren gewond 
									Op de Eindhovenseweg-Zuid in het Brabantse Best is gisteravond bij een ernstig ongeluk een 18-jarige jongen om het leven gekomen. Twee anderen raakten gewond. De 18-jarige jongen uit Eindhoven zat als passagier naast de eveneens jeugdige bestuurder, meldt de politie. Sebastiaan Quekel, Pricilla Molle Twee auto's kwamen vanuit Best en reden in de richting van Eindhoven. De inzittenden van beide auto's kennen elkaar en reden daarom achter elkaar aan.  Door een nog onbekende reden verloor de bestuurder van de eerste auto de macht over het stuur en schoot zo de heg in naar de overkant, het fietspad op. Daarbij werd een lantaarnpaal en een boom geraakt.  De bestuurder van de tweede auto schrok hiervan en belandde daardoor ook in de berm. De inzittenden hiervan zijn niet gewond geraakt. De drie die gewond zijn geraakt zaten allen in de eerste auto. Zij zijn met de ambulance naar het ziekenhuis gebracht.  Verkeersspecialisten deden urenlang onderzoek om de oorzaak van het ongeval te achterhalen. Vooralsnog is die nog niet bekend. Ernstig ongeluk op Eindhovenseweg Zuid in Best. Ernstig ongeluk op Eindhovenseweg Zuid in Best. Ernstig ongeluk op Eindhovenseweg Zuid in Best. Ernstig ongeluk op Eindhovenseweg Zuid in Best.",17/00/????
Scooterrijder gewond naar ziekenhuis na botsing bij Nieuwleusen - RTV Oost,"
								Scooterrijder gewond naar ziekenhuis na botsing bij Nieuwleusen
							 
				Scooterrijder gewond naar ziekenhuis na ongeval Nieuwleusen
			 
						Een scooterrijder is vanochtend gewond naar het ziekenhuis gebracht nadat hij bij Nieuwleusen in botsing was gekomen met een auto. Mist is volgens de politie de vermoedelijke oorzaak.
					 Het ongeluk vond plaats op de Zelhorstweg in de Vinkenbuurt. De bestuurder van de auto is ongedeerd gebleven. De scooter raakte zwaar beschadigd.",28/2/2019
Gewonde bij ongeluk met busje op A28 - RTV Drenthe,"
						Op de A28 bij Zuidwolde is vanmorgen een bedrijfsbus van de weg geraakt en ondersteboven in een sloot beland.
					 
						De brandweer heeft de bestuurder uit het voertuig gehaald. Hij is per ambulance naar het ziekenhuis gebracht. Hoe het ongeluk kon gebeuren is nog onduidelijk.
					",28/2/2019
Fietsster gewond bij ongeval in Heerhugowaard [video] - Noordhollandsdagblad,"Een auto en een fietsster zijn donderdag aan het einde van de ochtend met elkaar in botsing gekomen op de kruising van het Stationsplein met de Zuidtangent in Heerhugowaard. De vrouw op de fiets raakte daarbij gewond. Aanvankelijk werd een traumahelikopter ingezet, maar deze werd al snel doorgestuurd naar een ongeval in Callantsoog. De ambulancedienst heeft zich over de fietsster ontfermd en deze naar een ziekenhuis overgebracht. De aanrijding vond plaats op het fietspad. De politie heeft een afzetting gemaakt en is een onderzoek naar de toedracht van de aanrijding gestart.",28/02/2019
Fietser hard ten val bij botsing in Haarlem - Noordhollandsdagblad,Fietser hard ten val bij botsing in Haarlem Een fietser is donderdagochtend gewond geraakt nadat hij in botsing was gekomen met een auto in de Haarlemse Waarderpolder. Het slachtoffer kwam hard ten val. De man reed op zijn fiets aan de verkeerde kant van de A Hofmanweg toen hij in de bocht schuin over wilde steken en tegen de tegemoetkomende personenwagen botste. De man vloog over de kop en kwam hard ten val. Toegesnelde ambulancemedewerkers hebben zich over het slachtoffer ontfermd. Na de eerste zorg is hij naar het ziekenhuis overgebracht voor verdere behandeling.,28/02/2019
Hondjes die gevlucht waren na auto-ongeluk bij Leersum zijn weer terecht | RTV Utrecht," - 
Bij een auto-ongeluk in de buurt van Leersum zijn vanmorgen twee hondjes ontsnapt. In de omgeving werd naar ze gezocht. De politie meldde aan het begin van de middag dat ze zijn teruggevonden.  
De bestuurster van de auto botste op de Langbroekerweg tegen een boom. De auto kwam daarna op z'n kant tot stilstand. De bestuurster wist via het dakraam uit de auto te klimmen, maar ook de honden kwamen op die manier naar buiten. Ze gingen er daarna vandoor.  
Ambulancepersoneel heeft de bestuurster nagekeken, maar zij heeft niets overgehouden aan het ongeluk. De auto kan niet meer verder en wordt door een bergingsbedrijf afgevoerd. ",28/2/2019
Metalen buis doorboort autoruit op snelweg | RTV Utrecht," - 
Op de A2 bij Everdingen heeft een metalen buis de voorruit van een personenauto doorboord. Rijkswaterstaat meldt dat de bestuurder van de auto niet gewond is geraakt. 
Volgens een ooggetuige was de paal van een vrachtwagen gevallen. Het overige verkeer ondervindt geen hinder van het bizarre ongeluk.",28/2/2019
